Ligand,SMILES,MMGBSA_5,MMGBSA_7,Energy,CNNaffinity,log Kp (cm/s),#H-bond donors,10nM score no_adme,MMPBSA,MMGBSA_2,MMGBSA_8,CNNscore,CNN_VS,CNNaffinity_variance,XLOGP3,Veber #violations,MLOGP,Silicos-IT LogSw,PAINS #alerts,Ali Solubility (mg/ml),Brenk #alerts,Silicos-IT Solubility (mg/ml),#Heavy atoms,Ali Log S,#Aromatic heavy atoms,Synthetic Accessibility,Silicos-IT Solubility (mol/l),#H-bond acceptors,Fraction Csp3,Bioavailability Score,MW,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),Silicos-IT Log P,Ali Solubility (mol/l),Egan #violations,Muegge #violations,TPSA,MR,Leadlikeness #violations,Consensus Log P,ESOL Log S,#Rotatable bonds,iLOGP,WLOGP,Ghose #violations,Lipinski #violations
Z5112204568,COc1ccc2c(c1)[C@H](n1cc(-c3cccc4c3CN([C@H]3CCC(=O)NC3=O)C4=O)nn1)[C@@H](O)CC2,-36.9361,-31.6862,-11.69031,7.6107916832,-8.58,2.0,0.768069900684933,-16.1804,-34.9127,-30.7874,0.926649332,7.0525350571,0.0766031742,0.98,0.0,1.61,-5.87,0.0,0.289,1.0,0.000656,36.0,-3.23,17.0,4.75,1.35e-06,7.0,0.35,0.55,487.51,0.133,0.000272,1.81,0.000592,0.0,0.0,126.65,135.42,1.0,1.52,-3.57,4.0,2.52,0.7,2.0,0.0
Z8342511046,O=C(c1c[nH]c(=O)c2ccccc12)N1CC[C@H]2[C@H](CCCN2C(=O)c2ccccn2)C1,-52.5923,-49.1262,-13.17406,7.528014183,-7.51,1.0,0.7673650727017493,-36.7329,-49.1145,-43.4973,0.966694057,7.2772865295,0.044697769,1.87,0.0,2.17,-5.99,0.0,0.206,0.0,0.000429,31.0,-3.31,16.0,3.58,1.03e-06,4.0,0.33,0.55,416.47,0.0797,0.000191,2.9,0.000495,0.0,0.0,86.37,125.32,1.0,2.3,-3.72,4.0,2.62,1.93,0.0,0.0
Z5215065154,Cc1cc(C(=O)N(CC(=O)Nc2ccccc2F)Cc2ccc(-c3cn(C)nn3)cc2)ccc1S(N)(=O)=O,-45.7044,-38.7611,-12.11394,7.3923110962,-7.98,2.0,0.7652384191356899,-14.2765,-41.946,-30.764,0.9145008326,6.7602748871,0.1210931689,2.24,1.0,1.97,-8.08,0.0,0.0054,0.0,4.43e-06,38.0,-5.0,23.0,3.59,8.26e-09,8.0,0.15,0.55,536.58,0.0231,4.31e-05,2.07,1.01e-05,1.0,0.0,148.66,138.86,2.0,2.57,-4.37,10.0,2.54,4.02,2.0,1.0
Z29612856,COc1ccc(S(=O)(=O)N2CCCCCC2)cc1NC(=O)Cc1n[nH]c(=O)c2ccccc12,-51.8267,-44.937,-11.91477,7.6647920609,-7.51,2.0,0.7647281272484872,-17.4989,-45.602,-45.4716,0.9219124317,7.0662670135,0.0793491155,2.34,0.0,1.81,-7.07,0.0,0.00926,0.0,4.02e-05,33.0,-4.71,16.0,3.54,8.55e-08,7.0,0.35,0.55,470.54,0.035,7.44e-05,2.72,1.97e-05,0.0,0.0,129.84,129.48,1.0,2.57,-4.13,7.0,2.8,3.19,0.0,0.0
Z19703968,O=C(OCC(=O)N1N=C2/C(=C/c3ccc(F)cc3)CCC[C@@H]2[C@H]1c1ccc(F)cc1)c1ccccc1O,-37.5176,-34.0085,-12.30135,7.5517601967,-5.05,1.0,0.764200335841182,-14.8343,-35.1311,-23.3105,0.8450351954,6.3815031052,0.1133987159,6.08,0.0,4.74,-8.15,0.0,1.5e-05,0.0,3.52e-06,37.0,-7.52,18.0,4.71,7.01e-09,7.0,0.21,0.17,502.51,0.000104,2.07e-07,5.81,2.99e-08,0.0,1.0,79.2,142.01,2.0,5.31,-6.68,7.0,4.63,5.3,2.0,2.0
Z2524829235,O=C([C@@H]1CCCN1C(=O)c1ccccc1O)N1C[C@H]2CC[C@@H]1[C@H]1CN(Cc3ccccc3)C[C@@H]21,-46.8538,-40.8918,-12.30192,7.4568505287,-6.24,1.0,0.7610545217766046,-17.6587,-41.0145,-35.9728,0.8105503917,6.0441532135,0.0524343438,4.03,0.0,2.96,-4.96,0.0,0.00383,0.0,0.00502,34.0,-5.08,12.0,4.23,1.09e-05,4.0,0.5,0.55,459.58,0.00371,8.06e-06,2.5,8.34e-06,0.0,0.0,64.09,142.62,2.0,3.07,-5.09,6.0,3.76,2.07,1.0,0.0
Z195103428,O=C(Cn1c(=O)[nH]c(=O)c2ccccc21)N1CCN(Cc2cccc3ccccc23)CC1,-43.024,-36.9171,-12.43861,7.263051033,-6.99,1.0,0.76040063608237,-19.5354,-39.0569,-34.3732,0.9474961162,6.8817124367,0.1268713176,2.71,0.0,2.75,-6.95,0.0,0.0419,0.0,4.85e-05,32.0,-4.01,20.0,3.07,1.13e-07,4.0,0.24,0.55,428.48,0.0197,4.61e-05,3.33,9.77e-05,0.0,0.0,78.41,132.63,1.0,2.67,-4.34,5.0,3.28,1.27,1.0,0.0
Z212153790,O=C1O[C@H](C(=O)N(Cc2ccccc2)Cc2nc3ccccc3c(=O)[nH]2)Cc2ccccc21,-29.3119,-25.1789,-12.23571,7.2650938034,-6.6,1.0,0.7575252522380738,-0.4594,-28.4371,-21.951,0.9288496971,6.7481803894,0.0936872885,3.36,0.0,3.19,-8.48,0.0,0.00463,0.0,1.46e-06,33.0,-4.98,22.0,3.66,3.33e-09,5.0,0.15,0.55,439.46,0.00731,1.66e-05,4.41,1.05e-05,0.0,0.0,92.36,122.99,1.0,3.3,-4.78,6.0,2.62,2.93,0.0,0.0
Z8259609529,C[C@H](N)C(=O)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,-53.6242,-48.9309,-13.30356,7.3018035889,-8.3,2.0,0.7573797916740612,-36.5098,-50.2653,-40.0098,0.9137035012,6.6716833115,0.0259880014,0.94,0.0,2.09,-6.08,0.0,0.568,0.0,0.000364,32.0,-2.89,16.0,3.69,8.32e-07,6.0,0.3,0.55,437.47,0.333,0.000761,3.08,0.0013,0.0,0.0,112.39,125.23,1.0,1.91,-3.12,6.0,2.5,0.94,0.0,0.0
Z18699678,C[C@H]1Cc2ccccc2N1S(=O)(=O)c1cccc(C(=O)OCN2C(=O)c3ccccc3C2=O)c1,-48.3199,-39.8531,-12.02604,7.2782812119,-6.57,0.0,0.7554921507790292,-14.1678,-41.9705,-41.2267,0.9029726982,6.5720891953,0.1871654838,3.72,0.0,2.91,-7.01,0.0,0.00093,1.0,4.69e-05,34.0,-5.71,18.0,3.87,9.84e-08,6.0,0.16,0.55,476.5,0.0035,7.35e-06,2.41,1.95e-06,0.0,0.0,109.44,130.13,2.0,3.2,-5.13,6.0,3.42,3.56,1.0,0.0
Z110067280,O=C(CCn1[nH]c(=O)c2ccccc2c1=O)N1CCCC[C@@H]1c1nc2ccccc2s1,-39.5761,-33.8787,-12.08768,7.394346714,-6.88,1.0,0.754584396784334,-14.8393,-37.8168,-30.6385,0.9163802862,6.7760334015,0.1570405811,2.92,0.0,3.31,-6.55,0.0,0.00412,0.0,0.000123,31.0,-5.02,19.0,3.92,2.82e-07,4.0,0.3,0.55,434.51,0.0138,3.18e-05,4.51,9.47e-06,0.0,0.0,116.3,126.3,1.0,3.31,-4.5,5.0,3.08,2.74,0.0,0.0
Z5889958807,CCOC(=O)Nc1nc2ccc(-c3cc(Cc4n[nH]c(=O)c5ccccc45)ccc3F)cc2[nH]1,-48.2559,-43.2062,-12.59851,7.4565086365,-6.12,3.0,0.7527906809115251,-23.6968,-46.4146,-39.5829,0.8013756871,5.9754648209,0.0408659764,4.19,0.0,3.99,-9.87,0.0,0.000247,0.0,6.2e-08,34.0,-6.27,25.0,3.33,1.36e-10,6.0,0.12,0.55,457.46,0.00183,4e-06,5.44,5.41e-07,0.0,0.0,112.76,127.46,2.0,4.18,-5.4,7.0,2.28,4.99,0.0,0.0
Z4921678246,Cc1c[nH]c2ncc(C(=O)N3CC4(CC4)C[C@H]3CNC(=O)c3cccc4c3NC(=O)CO4)cc12,-45.2413,-39.125,-12.19582,7.4208693504,-7.78,3.0,0.7469654108717023,-19.2802,-42.7293,-32.4482,0.8267170787,6.1349592209,0.0375485867,1.86,0.0,1.39,-7.02,0.0,0.0545,0.0,4.38e-05,34.0,-3.93,15.0,4.24,9.53e-08,5.0,0.36,0.55,459.5,0.0743,0.000162,3.23,0.000119,0.0,0.0,116.42,131.76,1.0,2.23,-3.79,6.0,3.03,1.61,1.0,0.0
Z275023570,O=C(CSc1ncnc2sc3c(c12)CCCC3)N1CCC(c2noc3ccc(F)cc23)CC1,-52.9379,-48.2619,-12.25176,7.7995977402,-5.47,0.0,0.7466500842837107,-28.0693,-50.5705,-39.3481,0.887604773,6.9229602814,0.1335505396,5.31,0.0,3.65,-7.82,0.0,9.62e-06,0.0,7.32e-06,33.0,-7.7,18.0,3.98,1.52e-08,6.0,0.42,0.55,482.59,0.000271,5.61e-07,6.13,1.99e-08,0.0,1.0,125.66,132.32,2.0,4.77,-6.25,5.0,3.35,5.39,2.0,0.0
Z8485184826,Cc1nnc2ccc(C(=O)N[C@@]3(C)CCN(C(=O)c4cnn5ccccc45)C3)cc2c1C,-39.6265,-35.365,-12.28777,7.4794530869,-7.56,1.0,0.7463442600423249,-15.089,-38.2289,-28.4302,0.9270778894,6.934035778,0.0852341875,1.9,0.0,2.66,-6.97,0.0,0.147,0.0,4.54e-05,32.0,-3.47,19.0,3.31,1.06e-07,5.0,0.29,0.55,428.49,0.0674,0.000157,2.75,0.000343,0.0,0.0,92.49,124.89,1.0,2.65,-3.8,5.0,3.39,2.55,0.0,0.0
Z4271561400,C[C@H](c1nc2ccccc2c(=O)[nH]1)N1CCC2(CC1)NC(=O)c1ccccc1N2,-44.0662,-38.0131,-12.40848,7.2850198746,-7.0,3.0,0.7439196783033534,-18.653,-40.2461,-29.2847,0.9529892802,6.9425458908,0.1032515317,2.36,0.0,2.09,-7.1,0.0,0.0499,0.0,3.12e-05,29.0,-3.89,16.0,4.24,8.02e-08,4.0,0.32,0.55,389.45,0.0374,9.6e-05,2.88,0.000128,0.0,0.0,90.12,122.66,1.0,2.19,-4.02,2.0,2.67,0.97,0.0,0.0
Z3396345997,O=C(NCC[C@H]1CN(c2ncnc3[nH]ncc23)c2ccccc21)c1cc2n(n1)CCCC2=O,-36.4038,-30.0342,-11.67849,7.404086113,-7.52,2.0,0.743890740702828,-14.7779,-34.887,-24.9659,0.8701099753,6.4423689842,0.1437550038,2.09,0.0,1.45,-6.56,0.0,0.0235,0.0,0.000122,33.0,-4.28,20.0,3.91,2.75e-07,6.0,0.3,0.55,442.47,0.0494,0.000112,1.91,5.3e-05,0.0,0.0,121.69,123.98,1.0,1.91,-3.95,6.0,1.87,2.2,0.0,0.0
Z3396333350,Cc1cc2c(cc1NC(=O)NCC[C@H]1CN(c3ncnc4[nH]ncc34)c3ccccc31)OCO2,-42.6381,-34.5409,-11.867,7.2250809669,-6.79,3.0,0.7370114666656111,-8.445,-39.12,-25.6006,0.850225687,6.1429495811,0.0821857899,3.24,0.0,2.64,-7.73,0.0,0.00192,0.0,8.58e-06,34.0,-5.38,21.0,3.99,1.87e-08,6.0,0.25,0.55,457.48,0.00887,1.94e-05,2.55,4.2e-06,0.0,0.0,117.29,129.58,1.0,2.91,-4.71,7.0,2.88,3.27,0.0,0.0
Z8427007300,O=C1O[C@@H]2C[C@H]1N(C(=O)c1cc(Cc3n[nH]c(=O)c4ccccc34)ccc1F)C2,-46.5724,-42.1896,-12.7317,7.4079756737,-7.21,1.0,0.7362968275802703,-36.4722,-43.8564,-40.4411,0.9833419919,7.284573555,0.052378308,2.1,0.0,2.86,-6.2,0.0,0.0841,0.0,0.000249,29.0,-3.67,16.0,4.34,6.34e-07,6.0,0.24,0.55,393.37,0.0706,0.000179,3.67,0.000214,0.0,0.0,92.36,105.07,1.0,2.54,-3.75,4.0,2.23,1.83,0.0,0.0
Z4927220432,O=C(Cc1cnc2ccccc2c1)N[C@@H]1CC[C@@H]2C[C@H]1CN2C(=O)c1ccc2n[nH]c(=O)n2c1,-43.1933,-38.7936,-12.5748,7.3924002647,-8.08,2.0,0.7353624671944028,-15.0845,-41.4003,-33.8324,0.8943479061,6.6113777161,0.0669354349,1.41,0.0,2.57,-6.25,0.0,0.192,0.0,0.000258,34.0,-3.38,19.0,4.78,5.66e-07,5.0,0.32,0.55,456.5,0.121,0.000265,2.03,0.000421,0.0,0.0,112.46,129.84,1.0,2.04,-3.58,6.0,2.65,1.54,0.0,0.0
Z203182878,C[C@@H]1CC(=O)Nc2ccccc2N1C(=O)CN(C)C(=O)CCCN1C(=O)c2ccccc2C1=O,-41.6401,-34.4433,-12.07375,7.214600563,-8.35,1.0,0.7346735991325498,-6.8859,-40.1089,-27.5692,0.8950682878,6.4575600624,0.0997800305,1.09,0.0,1.53,-5.95,0.0,0.542,1.0,0.000524,34.0,-2.93,12.0,3.67,1.13e-06,5.0,0.32,0.55,462.5,0.345,0.000746,1.98,0.00117,0.0,0.0,107.1,135.46,2.0,1.62,-3.13,8.0,2.53,0.95,1.0,0.0
Z215605824,O=C(OCc1cc(=O)oc2cc(O)ccc12)C1CCN(c2ccc3nnc(C(F)(F)F)n3n2)CC1,-46.7954,-38.57,-11.82925,7.3332772255,-7.77,1.0,0.7338998412336207,-28.8933,-43.5243,-37.9479,0.8665758371,6.3548407555,0.0962239057,2.14,0.0,3.04,-5.8,0.0,0.0216,1.0,0.000767,35.0,-4.36,19.0,3.58,1.57e-06,11.0,0.32,0.55,489.4,0.0289,5.91e-05,2.27,4.4e-05,0.0,1.0,123.06,118.68,1.0,2.78,-4.23,6.0,2.93,3.53,1.0,0.0
Z8346604922,Cc1nc2ccccc2c(C(=O)N[C@H]2C[C@H](C)N(C(=O)c3cnc4[nH]nnc4c3)C2)c1C,-37.4182,-35.2429,-13.07735,7.2795243263,-7.17,2.0,0.7283897047374024,-16.8502,-35.9222,-24.4828,0.8353761435,6.081140995,0.2981590927,2.46,0.0,2.08,-6.98,0.0,0.0119,0.0,4.53e-05,32.0,-4.56,19.0,3.73,1.05e-07,6.0,0.3,0.55,429.47,0.0296,6.89e-05,2.88,2.78e-05,0.0,0.0,116.76,123.55,1.0,2.3,-4.16,5.0,1.92,2.17,0.0,0.0
Z4670406935,Cc1ccccc1S(=O)(=O)Nc1ccc(NC(=O)CCn2c(=O)[nH]c(=O)c3ccccc32)cc1,-62.7733,-54.78,-12.10843,7.6432595253,-7.57,3.0,0.7268262746615034,-43.9968,-56.7539,-54.2167,0.9706894755,7.4192314148,0.0815764889,2.32,0.0,2.43,-8.37,0.0,0.00649,0.0,2.04e-06,34.0,-4.87,22.0,3.23,4.26e-09,5.0,0.12,0.55,478.52,0.0289,6.04e-05,2.68,1.36e-05,1.0,0.0,138.51,130.81,2.0,2.69,-4.22,8.0,2.48,3.53,1.0,0.0
Z4927221041,O=C(NC[C@H]1CN(C(=O)c2ccc[n+]([O-])c2)CCC12CCOCC2)c1ccc2[nH]nnc2c1,-45.2008,-41.9595,-12.4874,7.6367988586,-8.83,2.0,0.7263841528268709,-21.2044,-41.179,-38.2984,0.9258604646,7.0706100464,0.1028263941,0.31,0.0,1.9,-4.85,0.0,1.39,2.0,0.00642,33.0,-2.51,15.0,4.06,1.43e-05,6.0,0.43,0.55,450.49,0.767,0.0017,1.12,0.00308,0.0,0.0,125.67,124.43,1.0,1.12,-2.77,6.0,1.4,0.9,0.0,0.0
Z54314525,O=C(OCc1nc2ccsc2c(=O)[nH]1)c1cccc(S(=O)(=O)N2CCc3ccccc3C2)c1,-41.4501,-34.9934,-11.99843,7.3248262405,-7.14,1.0,0.7191098873030772,-11.7517,-36.6415,-33.9238,0.8852390647,6.4842224121,0.0961384699,2.96,1.0,2.42,-7.57,0.0,0.000984,0.0,1.31e-05,33.0,-5.69,21.0,3.53,2.72e-08,7.0,0.17,0.55,481.54,0.00827,1.72e-05,4.2,2.04e-06,1.0,0.0,146.05,128.06,1.0,3.19,-4.77,6.0,2.87,3.48,1.0,0.0
Z1069482558,CC(C)c1noc2ncc(C(=O)N3CCC(C(=O)c4ccc5c(c4)NC(=O)[C@H](C)O5)CC3)cc12,-58.7613,-52.724,-13.04154,7.3097519875,-7.15,1.0,0.7117120080216478,-36.1255,-56.9306,-47.6101,0.8283175826,6.0547962189,0.2127584666,2.78,0.0,1.53,-6.53,0.0,0.00664,0.0,0.000138,34.0,-4.84,15.0,4.16,2.99e-07,7.0,0.4,0.55,462.5,0.0162,3.5e-05,3.43,1.43e-05,0.0,0.0,114.63,131.84,1.0,2.74,-4.46,5.0,3.14,2.85,1.0,0.0
Z8485184859,O=C(c1cccc2nn[nH]c12)N1[C@@H]2CC[C@H]1C[C@H](n1cc(-c3ccc4c(c3)CCC4)nn1)C2,-43.052,-40.5018,-12.81962,7.4813718796,-6.43,1.0,0.7107599133804492,-13.0673,-40.9327,-32.364,0.8360951543,6.2551388741,0.0866904706,3.59,0.0,3.62,-6.46,0.0,0.00264,0.0,0.000152,33.0,-5.22,20.0,5.16,3.46e-07,5.0,0.4,0.55,439.51,0.00428,9.75e-06,2.98,6.01e-06,0.0,0.0,92.59,127.93,2.0,3.37,-5.01,4.0,3.34,3.33,0.0,0.0
Z4921676909,O=C(NC[C@@H]1CC2(CCC2)CN1C(=O)c1cc(O)c2ccoc2c1)c1cccc2nncn12,-45.7577,-41.2077,-12.83722,7.2669157982,-6.65,2.0,0.710298558565645,-26.5295,-42.7339,-37.1452,0.8885082006,6.4567141533,0.1082419902,3.33,0.0,1.92,-5.81,0.0,0.00186,0.0,0.000687,33.0,-5.38,18.0,4.22,1.54e-06,6.0,0.33,0.55,445.47,0.00874,1.96e-05,1.75,4.18e-06,0.0,0.0,112.97,123.47,1.0,2.46,-4.71,6.0,2.69,2.62,0.0,0.0
Z1626781608,C[C@@H](NC(=O)c1[nH]nc2ccccc12)C(=O)N1CC=C(c2cccc3ccccc23)C1,-44.788,-37.2747,-12.04508,7.219274044,-6.14,2.0,0.7032721104290681,-27.1816,-42.0027,-36.7661,0.9517432451,6.8708953857,0.0833629966,3.75,0.0,2.77,-7.6,0.0,0.00339,0.0,1.04e-05,31.0,-5.08,19.0,3.55,2.53e-08,3.0,0.16,0.55,410.47,0.00643,1.57e-05,4.03,8.27e-06,0.0,0.0,78.09,125.14,2.0,3.28,-4.8,6.0,2.47,3.38,0.0,0.0
Z194902302,Cc1ccc(NC(=O)CCn2c(=O)[nH]c(=O)c3ccccc32)cc1S(=O)(=O)Nc1ccccc1Cl,-62.2045,-56.0888,-12.13044,7.8364691734,-7.33,3.0,0.7011241676192034,-39.8367,-57.1035,-52.3562,0.8974053264,7.0324892998,0.1489011794,2.95,0.0,2.9,-8.95,0.0,0.00155,0.0,5.78e-07,35.0,-5.52,22.0,3.47,1.13e-09,5.0,0.12,0.55,512.97,0.00784,1.53e-05,3.33,3.01e-06,1.0,0.0,138.51,135.82,2.0,3.11,-4.82,8.0,2.19,4.18,2.0,1.0
Z4916845104,Cc1cc(S(=O)(=O)Nc2ccc3c(c2)CCN3C(=O)CCn2c(=O)[nH]c(=O)c3ccccc32)ccc1Cl,-67.2282,-59.5158,-11.99649,7.81640625,-7.34,2.0,0.7001033430556832,-51.9795,-60.7548,-51.7417,0.8319736123,6.5030436516,0.2958323359,3.17,0.0,3.31,-8.75,0.0,0.00147,0.0,9.52e-07,37.0,-5.56,22.0,3.51,1.77e-09,5.0,0.19,0.55,539.0,0.00376,6.97e-06,3.7,2.72e-06,0.0,0.0,129.72,146.51,1.0,3.48,-5.16,7.0,3.3,3.94,2.0,1.0
Z54190890,CCCN(C(=O)COC(=O)c1c2ccccc2cc2ccccc12)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O,-56.8854,-49.2085,-11.83235,7.6252846718,-6.19,2.0,0.6999246724480256,-26.5206,-53.3387,-44.5188,0.8351318836,6.3681182861,0.189365834,4.77,0.0,3.59,-9.43,0.0,3.56e-05,1.0,2.01e-07,40.0,-7.18,26.0,3.86,3.74e-10,5.0,0.16,0.55,536.58,0.000545,1.02e-06,4.66,6.63e-08,0.0,0.0,127.49,156.12,3.0,4.08,-5.99,10.0,3.31,4.08,2.0,1.0
Z8264918174,CC(C)(C)CN1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,-58.4833,-51.323,-12.33136,7.4848337173,-6.33,1.0,0.6982662667710231,-35.6375,-53.0042,-41.797,0.9387168288,7.0261392593,0.0448310487,3.71,0.0,3.76,-7.67,0.0,0.00608,0.0,9.33e-06,32.0,-4.86,16.0,3.42,2.14e-08,5.0,0.4,0.55,436.52,0.00606,1.39e-05,5.02,1.39e-05,0.0,0.0,69.3,131.67,2.0,3.87,-4.86,6.0,3.72,3.12,1.0,0.0
Z32417059,Cc1ccc(S(=O)(=O)Nc2cccc(C(=O)N3CCN(Cc4ccc5c(c4)OCO5)CC3)c2)cc1,-50.2045,-43.3699,-11.90384,7.5157637596,-6.9,1.0,0.6933509590806531,-16.3447,-42.5474,-39.4169,0.8072672486,6.0672297478,0.3394059539,3.39,0.0,2.3,-7.51,0.0,0.00395,0.0,1.52e-05,35.0,-5.1,18.0,3.55,3.08e-08,6.0,0.27,0.55,493.57,0.00548,1.11e-05,2.78,8e-06,0.0,0.0,96.56,140.0,1.0,3.09,-4.95,7.0,3.54,3.46,2.0,0.0
Z1098716509,O=C1C(=O)N([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)C(=O)N1CN1CCC[C@@H]1c1ccc2c(c1)OCO2,-48.1621,-43.2103,-12.66991,7.3338270187,-6.14,0.0,0.6930848018269234,-22.7817,-43.6422,-39.2407,0.8244595528,6.0464439392,0.296525389,4.1,0.0,2.96,-3.88,0.0,0.00152,2.0,0.0597,33.0,-5.47,6.0,5.72,0.000132,6.0,0.64,0.55,451.51,0.00365,8.07e-06,2.05,3.37e-06,0.0,0.0,79.39,130.08,2.0,2.95,-5.09,4.0,3.84,1.8,1.0,0.0
Z136722258,O=C(c1ccc(NS(=O)(=O)c2ccccc2)cc1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,-47.4917,-41.191,-12.2618,7.3335924149,-6.9,2.0,0.6921190840279284,-20.9166,-42.3214,-34.416,0.8254359365,6.0534105301,0.1951313019,3.25,0.0,2.7,-7.29,0.0,0.00245,0.0,2.42e-05,34.0,-5.29,21.0,3.08,5.08e-08,4.0,0.2,0.55,476.55,0.00596,1.25e-05,2.19,5.14e-06,0.0,0.0,112.65,134.57,1.0,3.03,-4.9,6.0,2.9,4.12,1.0,0.0
Z8416286116,Cc1ccn2ncc(C(=O)N3CCC34CN(C(=O)c3n[nH]c(=O)c5ccccc35)C4)c2c1,-52.427,-46.7559,-12.9379,7.2088670731,-8.18,1.0,0.6902536377853922,-35.3962,-49.5388,-44.1039,0.8652083874,6.2371721268,0.0919787735,1.04,0.0,2.42,-5.66,0.0,0.667,0.0,0.000929,32.0,-2.81,19.0,3.37,2.17e-06,5.0,0.26,0.55,428.44,0.202,0.000471,1.99,0.00156,0.0,0.0,103.67,124.65,1.0,1.82,-3.33,4.0,2.78,0.86,0.0,0.0
Z8189617329,O=C(O)c1sccc1-c1cn(Cc2cccc(C(=O)N3CCc4cc(F)c(F)c(F)c4C3)c2)nn1,-42.9528,-41.1392,-12.85433,7.5302071571,-6.66,1.0,0.689395099567792,-30.0948,-41.0634,-35.9256,0.8577298522,6.4588832855,0.15965496,3.78,0.0,4.13,-7.41,0.0,0.000597,1.0,1.93e-05,35.0,-5.92,22.0,3.55,3.86e-08,8.0,0.17,0.56,498.48,0.00207,4.16e-06,5.42,1.2e-06,0.0,0.0,116.56,125.07,2.0,4.29,-5.38,6.0,3.04,5.1,1.0,0.0
Z8485016236,O=C(c1c[nH]c(=O)c2ccccc12)N1CC[C@H](c2cn(-c3ccc4nc[nH]c4c3)nn2)C1,-47.6301,-42.9711,-12.68134,7.3477935791,-7.89,2.0,0.6887875708748488,-34.7059,-45.0017,-36.2423,0.8388601542,6.1637711525,0.0198054463,1.42,0.0,2.32,-6.86,0.0,0.174,0.0,5.9e-05,32.0,-3.39,24.0,3.72,1.39e-07,5.0,0.17,0.55,425.44,0.0924,0.000217,2.73,0.000409,0.0,0.0,112.56,122.94,1.0,2.11,-3.66,4.0,1.85,2.23,0.0,0.0
Z107727780,Cc1nn(-c2ccccc2)c2c1C[C@@](C#N)(c1nc3ccccc3c(=O)[nH]1)[C@@H]1CCCCN21,-43.6978,-41.1571,-11.71816,8.0227603912,-6.19,1.0,0.6881130940412897,-15.2849,-41.37,-36.0776,0.965775907,7.7481884956,0.0564465709,3.9,0.0,3.56,-7.68,0.0,0.00138,0.0,9.18e-06,33.0,-5.5,21.0,4.4,2.1e-08,4.0,0.31,0.55,436.51,0.00198,4.55e-06,3.84,3.16e-06,0.0,0.0,90.6,130.49,2.0,3.56,-5.34,2.0,3.09,3.41,1.0,0.0
Z8271774600,O=C1CC[C@H](N2Cc3c(cccc3-c3cn(-c4cccc5ccncc45)nn3)C2=O)C(=O)N1,-36.723,-33.5494,-12.52309,7.3328323364,-7.94,1.0,0.683967885607511,-18.7128,-35.2757,-32.0877,0.9015267491,6.6107444763,0.1134083495,1.45,0.0,1.79,-7.03,0.0,0.188,1.0,4.14e-05,33.0,-3.37,21.0,3.79,9.44e-08,6.0,0.17,0.55,438.44,0.0789,0.00018,2.16,0.000429,0.0,0.0,110.08,126.18,1.0,1.78,-3.74,3.0,2.18,1.33,0.0,0.0
Z8174632459,O=C(O)[C@H](C(=O)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1)C1CC1,-58.7187,-53.0696,-12.83143,7.4206695557,-7.68,2.0,0.680452990874746,-34.0177,-55.6087,-44.0992,0.9287799597,6.8921689987,0.0490235351,2.29,0.0,2.67,-5.97,0.0,0.0147,1.0,0.00053,36.0,-4.52,16.0,3.85,1.08e-06,7.0,0.35,0.56,492.5,0.0359,7.29e-05,3.7,2.99e-05,0.0,0.0,123.67,136.6,2.0,2.58,-4.14,8.0,2.57,1.64,2.0,0.0
Z7776231770,O=C(c1ccccc1-n1cc(-c2cccc3ncccc23)nn1)N1CC[C@H](c2cccnc2)C1,-39.8976,-36.7668,-12.09135,7.6292276382,-6.5,0.0,0.674753211191985,-21.0264,-37.8648,-30.0017,0.8146418333,6.2150878906,0.0093162553,3.55,0.0,2.95,-8.56,0.0,0.00634,0.0,1.23e-06,34.0,-4.85,27.0,3.94,2.75e-09,5.0,0.15,0.55,446.5,0.00353,7.9e-06,3.6,1.42e-05,0.0,0.0,76.8,133.69,2.0,3.43,-5.1,5.0,2.9,4.13,1.0,0.0
Z8271680605,CNCC(=O)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,-51.924,-47.5033,-12.8701,7.3792304993,-8.22,2.0,0.6742572803548911,-25.6039,-48.0562,-37.6716,0.9407422543,6.9419541359,0.0278394725,1.05,0.0,2.09,-6.85,0.0,0.859,0.0,6.22e-05,32.0,-2.71,16.0,3.26,1.42e-07,6.0,0.3,0.55,437.47,0.33,0.000755,3.32,0.00196,0.0,0.0,98.4,125.32,1.0,2.03,-3.12,7.0,2.86,0.82,0.0,0.0
